latitude,longitude,streetAddressLine1,streetAddressLine2,streetAddressLine3,city,countrySubdivisionCode
40.763686,-73.982352,1700 Broadway,,,New York,NY
40.756643,-73.985904,1500 Broadway,,,New York,NY
40.753119,-73.985112,1040 Sixth Avenue,,,New York,NY
40.748976,-73.982292,200 Madison Avenue,,,New York,NY
40.754307,-73.987195,1411 Broadway,,,New York,NY
40.765935,-73.963591,1128 Third Avenue,,,New York,NY
40.749138,-73.983827,373 5th Avenue,,,New York,NY
40.760445,-73.987191,770 Eighth Ave,,,New York,NY
40.763722,-73.985311,871 8th Avenue,,,New York,NY
40.746722,-73.981091,3 Park Avenue,,,New York,NY
40.751001,-73.987014,977 Avenue of the Americas,,,New York,NY
40.71417,-74.015437,250 Vesey Street,203,,New York,NY
40.711042,-74.015382,200 Liberty Street,,,New York,NY
40.70921,-74.014159,15 Carlisle St,,,New York,NY
40.720876,-74.011006,388 Greenwich Street,,,New York,NY
40.713415,-74.011783,240 Greenwich Street,16th Floor,,New York,NY
40.712198,-74.010891,"Two World Trade Center, 33 Vesey St.",Loading Dock 2,,New York,NY
40.715536,-74.009036,125 Chambers Street,,,New York,NY
40.706894,-74.013011,55 Broadway,,,New York,NY
40.71378,-74.009126,120 Church Street,,,New York,NY
40.708729,-74.011114,115 Broadway,,,New York,NY
40.718233,-74.00732,180 West Broadway,,,New York,NY
40.703287,-74.014122,1 Battery Park Plaza,,,New York,NY
40.704349,-74.013016,2 Broadway,,,New York,NY
40.705161,-74.011295,55 Broad Street,,,New York,NY
40.72756,-74.007408,345 Hudson St.,,,New York,NY
40.710171,-74.007931,130 Fulton Street,,,New York,NY
40.714855,-74.005933,291 Broadway,,,New York,NY
40.711644,-74.006667,38 Park Row,#4,,New York,NY
40.725772,-74.005579,150 Varick Street,,,New York,NY
40.708411,-74.007404,100 William Street,,,New York,NY
40.704602,-74.009125,110 Pearl Street,,,New York,NY
40.711052,-74.00466,1 Pace Plaza,,,New York,NY
40.715731,-74.003115,111 Worth Street,,,New York,NY
40.718904,-74.002519,405 Broadway,,,New York,NY
40.704817,-74.007231,99 Wall St.,,,New York,NY
40.707142,-74.004987,135 John Street,,,New York,NY
40.720241,-74.000985,444 Broadway,,,New York,NY
40.718329,-74.000014,241 Canal Street,,,New York,NY
40.719799,-73.999217,157 Lafayette street,,,New York,NY
40.72689,-74.000262,482 West Broadway,,,New York,NY
40.733185,-74.002843,72 Grove Street,,,New York,NY
40.722536,-73.997959,72 SPRING STREET,,,New York,NY
40.733037,-73.99976,378 6th Avenue,,,New York,NY
40.740395,-74.005041,678 Hudson Street,,,New York,NY
40.741608,-74.0053,61 9th Ave.,,,New York,NY
40.73667,-74.000851,1   7th Avenue,,,New York,NY
40.739375,-74.002609,122 Greenwich Avenue,space A,,New York,NY
40.727193,-73.99546,665 Broadway,,,New York,NY
40.729587,-73.996248,45 West 4th Street,,,New York,NY
40.741152,-74.001294,124 Eighth Avenue,,,New York,NY
40.885779,-73.909973,3503 Johnson Avenue,,,Bronx,NY
40.877558,-73.905565,171 W 230th St,,,Bronx,NY
40.880575,-73.883466,3396 Jerome Ave,,,Bronx,NY
40.873234,-73.908728,40 W 225th St,,,New York,NY
40.521636,-74.23554,106 Page Avenue,,Richmond Valley Plaza,Staten Island,NY
40.528278,-74.233312,2900 Veterans Rd W,,,Staten Island,NY
40.526772,-74.201538,5801 Amboy Rd,,,Staten Island,NY
40.542098,-74.206936,1243 Woodrow Rd.,306,,Staten Island,NY
40.575344,-74.169709,2873 Richmond Ave,,,Staten Island,NY
40.581618,-74.166434,2655 Richmond Avenue,1485,Staten Island Mall,Staten Island,NY
40.719323,-73.989949,80 Delancey Street,,,New York,NY
40.724536,-73.987691,49 -1/2 First Avenue,,,New York,NY
40.730006,-73.991658,13-25  Astor Place,,,New York,NY
40.726839,-73.983167,125 St. Marks Place,,,New York,NY
40.805915,-73.954495,2195 Frederick Douglas Boulevard,,,New York,NY
40.810281,-73.952701,284 Saint Nicholas Avenue,,,New York,NY
40.807809,-73.945108,83 West 125th Street,,85 West 125th Street,New York,NY
40.807108,-73.96491,2929 Broadway,,,New York,NY
40.815085,-73.959186,3165 Broadway,3167,,New York,NY
40.795236,-73.965528,805 Columbus Avenue,,,New York,NY
40.793864,-73.972744,2521 Broadway,,The Lyric Building,New York,NY
40.787139,-73.954486,1378 Madison Avenue,,,New York,NY
40.823382,-73.942611,301 W. 145th St.,,,New York,NY
40.785944,-73.95066,1491 Lexington Avenue,,,New York,NY
40.795298,-73.931332,517 E 117th St,,,New York,NY
40.81963,-73.930388,700 Exterior St,,,Bronx,NY
40.789286,-73.975324,2394 Broadway,,,New York,NY
40.786704,-73.972244,540 Columbus Avenue,,,New York,NY
40.782775,-73.948375,245 East 93rd St,,,New York,NY
40.780136,-73.959562,1142 Madison Ave,,,New York,NY
40.779465,-73.953696,1542 Third Avenue,,,New York,NY
40.778649,-73.956036,1261 Lexington Avenue,,,New York,NY
40.779119,-73.947474,400 East 90th Street,,,New York,NY
40.784905,-73.978696,2252 Broadway,,,New York,NY
40.777492,-73.955133,1488 Third Avenue #A,,,New York,NY
40.776128,-73.950202,1631 1st Ave,,,New York,NY
40.774215,-73.954644,245 East 80th St,,,New York,NY
40.781019,-73.981072,2140 Broadway,,,New York,NY
40.773522,-73.959796,1095 Lexington Ave.,,,New York,NY
40.777949,-73.978175,267-275 Columbus Ave,,,New York,NY
40.825604,-73.91905,260 East 161st Street,,,Bronx,NY
40.772357,-73.949922,1515 York Avenue,,,New York,NY
40.771213,-73.956828,1449 Second Avenue,,,New York,NY
40.777645,-73.982476,2045 Broadway,,,New York,NY
40.770031,-73.954631,1445 First Avenue,,,New York,NY
40.84135,-73.939822,4001 Broadway,,,New York,NY
40.841723,-73.941375,177 Fort Washington Ave,,,New York,NY
40.774356,-73.980916,159 Columbus Ave,,,New York,NY
40.76876,-73.959776,221 E 71ST ST,,,New York,NY
40.773101,-73.98013,47 W 66th St,,,New York,NY
40.774841,-73.984131,141 Amsterdam,none,Arts & Music,New York,NY
40.76608,-73.957537,1281 First Avenue,,,New York,NY
40.771365,-73.982591,1889 Broadway,,,New York,NY
40.772766,-73.989863,21 West End Ave,,,New York,NY
40.769446,-73.984906,2 Columbus Avenue,,,New York,NY
40.767634,-73.981343,240 Central Park South,,,New York,NY
40.767552,-73.982948,4 Columbus Circle,,,New York,NY
40.865721,-73.927287,4761 Broadway,,,New York,NY
40.851,-73.938421,803 W 181st St,,,New York,NY
40.860635,-73.89027,440 East Fordham Road,,Fordham Plaza,Bronx,NY
40.861398,-73.886155,441 E Fordham Rd,,,Bronx,NY
40.835395,-73.861511,1385 Metropolitan Avenue,,,Bronx,NY
40.775092,-73.87435,LGA,,,Queens,NY
40.856085,-73.867431,2188 White Plains Rd.,,,Bronx,NY
40.712596,-73.951569,405-409 Union Avenue,,,Brooklyn,NY
40.723416,-73.951443,66 Nassau Ave,,,Brooklyn,NY
40.623865,-74.139073,1520 Forest Ave,,,Staten Island,NY
40.586625,-74.167815,2505 Richmond Avenue,,,Staten Island,NY
40.717944,-73.958179,154 N Seventh St,,,Brooklyn,NY
40.769167,-73.988282,475 West 57th st,,,New York,NY
40.867391,-73.830263,346 Baychester Ave,,,Bronx,NY
40.851106,-73.844111,1886 Eastchester Rd.,,,Bronx,NY
40.824362,-73.837524,815 Hutchinson River Pkwy,,,Bronx,NY
40.824321,-73.836764,815 E Hutchinson River Pkwy,845,,Bronx,NY
40.741661,-73.990313,14 W. 23rd St,,,New York,NY
40.741844,-73.993237,684 Avenue of the Americas,,,New York,NY
40.743574,-73.992028,750 6th Avenue,,,New York,NY
40.743833,-73.988884,1140 Broadway,,,New York,NY
40.74016,-73.986971,304 Park Avenue South,,,New York,NY
40.745213,-73.990874,776 Avenue of the Americas,,The Capitol At Chelsea,New York,NY
40.73798,-73.988303,240 Park Avenue South,,,New York,NY
40.745018,-73.986763,261 Fifth Avenue,,,New York,NY
40.74051,-73.984327,50 Lexington Avenue,,,New York,NY
40.74426,-73.983749,424 Park Avenue South,,,New York,NY
40.746974,-73.993323,315 Seventh Avenue,,,New York,NY
40.748026,-73.989251,875 Sixth Ave,,,New York,NY
40.736979,-73.996402,510 Sixth Avenue,,,New York,NY
40.735022,-73.989848,10 UNION SQUARE EAST,,,New York,NY
40.747418,-73.994833,227 W 27th St,,,New York,NY
40.741792,-73.980775,393 Third Ave,,,New York,NY
40.745452,-73.982179,475 Park Avenue South,,,New York,NY
40.745158,-73.998864,300 W 23rd St.,,,New York,NY
40.734364,-73.992369,111 University Place,,,New York,NY
40.748233,-73.985627,350 Fifth Avenue,130,,New York,NY
40.74899,-73.992372,370 7th Avenue,,,New York,NY
40.749168,-73.990595,11 Penn Plaza,,,New York,NY
40.742999,-74.000343,177 Eighth Avenue,,,New York,NY
40.748523,-73.985356,350 Fifth Avenue - Empire State Building,,,New York,NY
40.733749,-73.986598,145 Third Avenue,,,New York,NY
40.75034,-73.992993,"Starbucks, Pennsylvania Station",Amtrak Main Course,,New York,NY
40.750528,-73.98902,151 W 34th St,,Macy's Herald Square,New York,NY
40.751842,-73.990214,462 7th Avenue,,,New York,NY
40.751431,-73.99458,"Moynihan Train Hall, 383 West 31st ST",Concourse Retail Space #048,,New York,NY
40.743679,-73.976866,585 2nd Avenue,,,New York,NY
40.736546,-73.978377,400 E 23rd st,,,New York,NY
40.75188,-73.987703,1359 Broadway,Suites 106 & C04,,New York,NY
40.733231,-73.980817,286 First Avenue,A,,New York,NY
40.752633,-73.992905,494 Eighth Ave.,,,New York,NY
40.752379,-73.994384,330 West 34th St.,,,New York,NY
40.730899,-73.983199,219 First Avenue,,,New York,NY
40.753647,-73.988434,525 7th Avenue,,,New York,NY
40.759326,-73.95289,455 Main Street,,,New York,NY
40.730529,-73.954142,910 Manhattan Avenue,,,Brooklyn,NY
40.758085,-73.988885,684 Eighth Avenue,,,New York,NY
40.756706,-73.990962,625 Eighth Avenue,,Port Authority Bus Terminal,New York,NY
40.762177,-73.98746,325 W 49th St,,,New York,NY
40.758934,-73.992514,593 Ninth Ave,,,New York,NY
40.753604,-73.999439,450 W. 33rd Street,,,New York,NY
40.756961,-74.001774,655 W 34th St,,,New York,NY
40.743705,-73.973809,591 1st Ave.,,,New York,NY
40.761782,-73.997584,572 11th Avenue,Retail Suite A,,New York,NY
40.757623,-74.002139,655 W 34th St,,,New York,NY
